0,1.03,52.82,70.00
0.1,2.05,55.64,70.00
0.2,3.08,58.46,70.00
0.3,4.10,61.28,70.00
0.4,5.13,64.10,70.00
0.5,6.16,66.91,70.00
0.6,7.18,69.73,70.00
0.7,8.21,72.55,70.00
0.8,9.23,75.37,70.00
0.90000004,10.26,78.19,70.00
1,11.29,81.01,70.00
1.1,12.31,83.83,70.00
1.2,13.34,86.65,70.00
1.3000001,14.36,89.47,70.00
1.4,15.39,92.29,70.00
1.5,16.42,95.11,70.00
1.6,17.44,97.92,70.00
1.7,18.47,100.74,70.00
1.8000001,19.50,103.56,70.00
1.9,20.52,106.38,70.00
2,21.55,109.20,70.00
2.1000001,22.57,112.02,70.00
2.2,23.60,114.84,70.00
2.3,24.63,117.66,70.00
2.4,25.65,120.48,70.00
2.5,26.68,123.30,70.00
2.6000001,27.70,126.12,70.00
2.7,28.73,128.93,70.00
2.8,29.76,131.75,70.00
2.9,30.78,134.57,70.00
3,31.81,137.39,70.00
3.1000001,32.83,140.21,70.00
3.2,33.86,143.03,70.00
3.3,34.89,145.85,70.00
3.4,35.91,148.67,70.00
3.5,36.94,151.49,70.00
3.6000001,37.96,154.31,70.00
3.7,38.99,157.12,70.00
3.8,40.02,159.94,70.00
3.9,41.04,162.76,70.00
4,42.07,165.58,70.00
4.1,43.09,168.40,70.00
4.2000003,44.12,171.22,70.00
4.3,45.15,174.04,70.00
4.4,46.17,176.86,70.00
4.5,47.20,179.68,70.00
4.6,48.22,182.50,70.00
4.7000003,49.25,185.32,70.00
4.8,50.28,188.13,70.00
4.9,51.30,190.95,70.00
5,52.33,193.77,70.00
5.1,53.36,196.59,70.00
5.2000003,54.38,199.41,70.00
5.3,55.41,202.23,70.00
5.4,56.43,205.05,70.00
5.5,57.46,207.87,70.00
5.6,58.49,210.69,70.00
5.7000003,59.51,213.51,70.00
5.8,60.54,216.33,70.00
5.9,60.38,213.33,-93.07
6,60.22,210.33,-93.07
6.1,60.06,207.34,-93.07
6.2000003,59.89,204.34,-93.07
6.3,59.73,201.35,-93.07
6.4,59.57,198.35,-93.07
6.5,59.41,195.36,-93.07
6.6,59.25,192.36,-93.07
6.7000003,59.09,189.36,-93.07
6.8,58.93,186.37,-93.07
6.9,58.77,183.37,-93.07
7,58.61,180.38,-93.07
7.1,58.45,177.38,-93.07
7.2000003,58.29,174.39,-93.07
7.3,58.13,171.39,-93.07
7.4,57.96,168.39,-93.07
7.5,57.80,165.40,-93.07
7.6,57.64,162.40,-93.07
7.7000003,57.48,159.41,-93.07
7.8,57.32,156.41,-93.07
7.9,57.16,153.42,-93.07
8,57.00,150.42,-93.07
8.1,56.84,147.42,-93.07
8.2,56.68,144.43,-93.07
8.3,56.52,141.43,-93.07
8.400001,56.36,138.44,-93.07
8.5,56.20,135.44,-93.07
8.6,56.04,132.45,-93.07
8.7,55.87,129.45,-93.07
8.8,55.71,126.46,-93.07
8.900001,55.55,123.46,-93.07
9,55.39,120.46,-93.07
9.1,55.23,117.47,-93.07
9.2,55.07,114.47,-93.07
9.3,54.91,111.48,-93.07
9.400001,54.75,108.48,-93.07
9.5,54.59,105.49,-93.07
9.6,54.43,102.49,-93.07
9.7,54.27,99.49,-93.07
9.8,54.11,96.50,-93.07
9.900001,53.95,93.50,-93.07
10,53.78,90.51,-93.07
10.1,53.62,87.51,-93.07
10.2,53.46,84.52,-93.07
10.3,53.30,81.52,-93.07
10.400001,53.14,78.52,-93.07
10.5,52.98,75.53,-93.07
10.6,52.82,72.53,-93.07
10.7,52.66,69.54,-93.07
10.8,52.50,66.54,-93.07
10.900001,52.34,63.55,-93.07
11,52.18,60.55,-93.07
11.1,52.02,57.55,-93.07
11.2,51.85,54.56,-93.07
11.3,51.69,51.56,-93.07
11.400001,51.53,48.57,-93.07
11.5,51.37,45.57,-93.07
11.6,51.21,42.58,-93.07
11.7,51.05,39.58,-93.07
11.8,50.89,36.58,-93.07
11.900001,50.73,33.59,-93.07
12,50.57,30.59,-93.07
12.1,50.41,27.60,-93.07
12.2,50.25,24.60,-93.07
12.3,50.09,21.61,-93.07
12.400001,49.93,18.61,-93.07
12.5,49.76,15.61,-93.07
12.6,49.60,12.62,-93.07
12.7,49.44,9.62,-93.07
12.8,47.98,9.81,-93.07
12.900001,46.57,10.19,-93.07
13,45.22,10.77,-93.07
13.1,43.96,11.54,-93.07
13.2,42.83,12.48,-93.07
13.3,41.84,13.57,-93.07
13.400001,41.01,14.78,-93.07
13.5,40.37,16.10,-93.07
13.6,39.91,17.50,-93.07
13.7,39.66,18.95,-93.07
13.8,39.62,20.42,-93.07
13.900001,39.78,21.88,-93.07
14,40.15,23.30,-93.07
14.1,40.71,24.66,-93.07
14.2,41.46,25.93,-93.07
14.3,42.38,27.07,-93.07
14.400001,43.46,28.07,-93.07
14.5,44.66,28.92,-93.07
14.6,45.98,29.58,-93.07
14.7,47.37,30.05,-93.07
14.8,48.81,30.32,-93.07
14.900001,46.39,28.55,-143.82
15,52.58,18.70,-143.82
15.1,57.31,8.07,-143.82
15.2,60.50,-3.12,-143.82
15.3,62.08,-14.65,-143.82
15.400001,62.01,-26.29,-143.82
15.5,60.30,-37.80,-143.82
15.6,56.99,-48.95,-143.82
15.7,52.13,-59.53,-143.82
15.8,45.83,-69.31,-143.82
15.900001,38.21,-78.11,-143.82
16,29.43,-85.74,-143.82
16.1,19.66,-92.06,-143.82
16.2,9.09,-96.93,-143.82
16.300001,-2.06,-100.27,-143.82
16.4,-13.56,-102.00,-143.82
16.5,-25.20,-102.09,-143.82
16.6,-36.73,-100.53,-143.82
16.7,-47.93,-97.36,-143.82
16.800001,-58.57,-92.65,-143.82
16.9,-68.43,-86.48,-143.82
17,-77.33,-78.98,-143.82
17.1,-85.08,-70.30,-143.82
17.2,-91.53,-60.61,-143.82
17.300001,-96.54,-50.11,-143.82
17.4,-100.02,-39.01,-143.82
17.5,-101.91,-27.53,-143.82
17.6,-102.15,-15.89,-143.82
17.7,-100.75,-4.34,-143.82
17.800001,-97.73,6.90,-143.82
17.9,-93.15,17.60,-143.82
18,-87.12,27.55,-143.82
18.1,-79.73,36.54,-143.82
18.2,-71.16,44.40,-143.82
18.300001,-61.56,50.98,-143.82
18.4,-51.12,56.13,-143.82
18.5,-40.07,59.76,-143.82
18.6,-28.61,61.80,-143.82
18.7,-16.98,62.20,-143.82
18.800001,-5.41,60.95,-143.82
18.9,5.86,58.08,-143.82
19,16.62,53.65,-143.82
19.1,26.65,47.74,-143.82
19.2,35.74,40.48,-143.82
19.300001,43.72,32.01,-143.82
19.4,50.42,22.50,-143.82
19.5,55.71,12.13,-143.82
19.6,59.49,1.13,-143.82
19.7,61.68,-10.30,-143.82
19.800001,62.23,-21.93,-143.82
19.9,61.13,-33.51,-143.82
20,58.41,-44.83,-143.82
20.1,54.13,-55.64,-143.82
20.2,48.35,-65.75,-143.82
20.300001,41.22,-74.94,-143.82
20.4,32.85,-83.02,-143.82
20.5,23.43,-89.85,-143.82
20.6,13.14,-95.28,-143.82
20.7,2.18,-99.20,-143.82
20.800001,-9.22,-101.54,-143.82
20.9,-20.83,-102.25,-143.82
21,-32.43,-101.31,-143.82
21.1,-43.78,-98.74,-143.82
21.2,-54.66,-94.59,-143.82
21.300001,-64.84,-88.96,-143.82
21.4,-74.12,-81.94,-143.82
21.5,-82.32,-73.68,-143.82
21.6,-89.27,-64.35,-143.82
21.7,-94.83,-54.13,-143.82
21.800001,-98.90,-43.23,-143.82
21.9,-101.39,-31.86,-143.82
22,-102.25,-20.26,-143.82
22.1,-101.46,-8.65,-143.82
22.2,-99.05,2.73,-143.82
22.300001,-95.05,13.66,-143.82
22.4,-89.55,23.92,-143.82
22.5,-82.65,33.29,-143.82
22.6,-74.50,41.60,-143.82
22.7,-65.27,48.67,-143.82
22.800001,-55.12,54.37,-143.82
22.9,-44.28,58.59,-143.82
23,-32.94,61.23,-143.82
23.1,-21.35,62.24,-143.82
23.2,-9.73,61.61,-143.82
23.300001,1.68,59.34,-143.82
23.4,12.66,55.49,-143.82
23.5,22.99,50.12,-143.82
23.6,32.45,43.35,-143.82
23.7,40.87,35.32,-143.82
23.800001,48.07,26.17,-143.82
23.9,53.90,16.11,-143.82
24,58.26,5.32,-143.82
24.1,61.05,-5.98,-143.82
24.2,62.21,-17.56,-143.82
24.300001,61.74,-29.18,-143.82
24.4,59.62,-40.63,-143.82
24.5,55.91,-51.66,-143.82
24.6,50.69,-62.05,-143.82
24.7,44.04,-71.61,-143.82
24.800001,36.12,-80.13,-143.82
24.9,27.07,-87.45,-143.82
25,17.08,-93.42,-143.82
25.1,6.35,-97.91,-143.82
25.2,-4.91,-100.85,-143.82
25.300001,-16.47,-102.17,-143.82
25.4,-28.10,-101.85,-143.82
25.5,-39.57,-99.89,-143.82
25.6,-50.65,-96.33,-143.82
25.7,-61.11,-91.24,-143.82
25.800001,-70.75,-84.72,-143.82
25.9,-79.38,-76.91,-143.82
26,-86.82,-67.97,-143.82
26.1,-92.92,-58.06,-143.82
26.2,-97.56,-47.39,-143.82
26.300001,-100.65,-36.17,-143.82
